contig	primer1	primer2	start	end	size	refrag_size
97	DD8	AA16	2683719	2685087	1368	5410
97	DD8	AA10	2683719	2685206	1487	5410
97	GG38	GG39	2448485	2448975	490	14075
97	FF14	FF12	2275227	2276217	990	12196
97	FF13	FF15	2274258	2275180	922	12196
97	FF13	FF12	2274258	2276217	1959	12196
97	OO31	OO32	2085233	2085646	413	10830
97	OO28	OO27	1361990	1362464	474	11126
97	AA17	DD6	2684495	2687146	2651	5410
97	AA17	AA34	2684495	2686797	2302	5410
97	AA17	AA16	2684495	2685087	592	5410
97	AA17	AA10	2684495	2685206	711	5410
97	AA11	DD6	2684266	2687146	2880	5410
97	AA11	AA34	2684266	2686797	2531	5410
97	AA11	AA16	2684266	2685087	821	5410
97	AA11	AA10	2684266	2685206	940	5410
97	AA80	FF15	2273419	2275180	1761	12196
97	AA80	FF12	2273419	2276217	2798	12196
97	KK76	GG39	2444362	2448975	4613	14075
97	KK76	JJ38	2444362	2446427	2065	14075
97	JJ39	GG39	2443889	2448975	5086	14075
97	JJ39	JJ38	2443889	2446427	2538	14075
97	JJ39	JJ40	2443889	2444203	314	14075
97	NN18	NN17	1932401	1932792	391	6460
97	NN18	PP35	1932401	1933307	906	6460
97	BB65	NN19	638941	642069	3128	5315
97	BB65	GG65	638941	640701	1760	5315
97	DD56	NN19	640856	642069	1213	5315
97	GG66	NN19	638817	642069	3252	5315
97	GG66	GG65	638817	640701	1884	5315
97	NN20	NN19	641462	642069	607	5315
97	RR18	RR21	422581	423840	1259	5974
97	RR22	RR21	423338	423840	502	5974
97	UU9	UU10	1482365	1482861	496	11713
99	DD1	DD2	993390	993598	208	4761
99	L35	Q49	1079053	1082365	3312	11868
99	L35	Q28	1079053	1079271	218	11868
99	L35	F43	1079053	1080112	1059	11868
99	L35	L36	1079053	1080015	962	11868
99	L34	Q49	1078773	1082365	3592	11868
99	L34	Q13	1078773	1079075	302	11868
99	L34	Q28	1078773	1079271	498	11868
99	L34	Q29	1078773	1078977	204	11868
99	L34	P48	1078773	1079209	436	11868
99	L34	P47	1078773	1079209	436	11868
99	L34	F43	1078773	1080112	1339	11868
99	L34	L36	1078773	1080015	1242	11868
99	I57	Q49	1078485	1082365	3880	11868
99	I57	I59	1078485	1078792	307	11868
99	I57	Q13	1078485	1079075	590	11868
99	I57	Q28	1078485	1079271	786	11868
99	I57	Q29	1078485	1078977	492	11868
99	I57	P48	1078485	1079209	724	11868
99	I57	P47	1078485	1079209	724	11868
99	I57	F1	1078485	1078796	311	11868
99	I57	F5	1078485	1078796	311	11868
99	I57	F43	1078485	1080112	1627	11868
99	I57	L36	1078485	1080015	1530	11868
99	I58	Q49	1078639	1082365	3726	11868
99	I58	Q13	1078639	1079075	436	11868
99	I58	Q28	1078639	1079271	632	11868
99	I58	Q29	1078639	1078977	338	11868
99	I58	P48	1078639	1079209	570	11868
99	I58	P47	1078639	1079209	570	11868
99	I58	F43	1078639	1080112	1473	11868
99	I58	L36	1078639	1080015	1376	11868
99	P49	Q49	1078652	1082365	3713	11868
99	P49	Q13	1078652	1079075	423	11868
99	P49	Q28	1078652	1079271	619	11868
99	P49	Q29	1078652	1078977	325	11868
99	P49	P48	1078652	1079209	557	11868
99	P49	P47	1078652	1079209	557	11868
99	P49	F43	1078652	1080112	1460	11868
99	P49	L36	1078652	1080015	1363	11868
99	Q11	Q49	1078360	1082365	4005	11868
99	Q11	I59	1078360	1078792	432	11868
99	Q11	Q13	1078360	1079075	715	11868
99	Q11	Q28	1078360	1079271	911	11868
99	Q11	Q29	1078360	1078977	617	11868
99	Q11	Q30	1078360	1078681	321	11868
99	Q11	P48	1078360	1079209	849	11868
99	Q11	P47	1078360	1079209	849	11868
99	Q11	F1	1078360	1078796	436	11868
99	Q11	F5	1078360	1078796	436	11868
99	Q11	F43	1078360	1080112	1752	11868
99	Q11	L36	1078360	1080015	1655	11868
99	Q12	Q49	1079122	1082365	3243	11868
99	Q12	F43	1079122	1080112	990	11868
99	Q12	L36	1079122	1080015	893	11868
99	Q26	Q49	1079234	1082365	3131	11868
99	Q26	F43	1079234	1080112	878	11868
99	Q26	L36	1079234	1080015	781	11868
99	Q27	Q49	1078919	1082365	3446	11868
99	Q27	Q28	1078919	1079271	352	11868
99	Q27	P48	1078919	1079209	290	11868
99	Q27	P47	1078919	1079209	290	11868
99	Q27	F43	1078919	1080112	1193	11868
99	Q27	L36	1078919	1080015	1096	11868
99	OO50	OO49	1432815	1433311	496	1677
99	II37	JJ50	2018300	2020480	2180	4962
99	II37	HH63	2018300	2019706	1406	4962
99	N71	N70	1732305	1732603	298	9418
99	N71	Q44	1732305	1733762	1457	9418
99	N71	TT48	1732305	1733060	755	9418
99	N73	N80	1728738	1731479	2741	9418
99	N73	N70	1728738	1732603	3865	9418
99	N73	N72	1728738	1729832	1094	9418
99	N73	Q44	1728738	1733762	5024	9418
99	N73	N19	1728738	1731723	2985	9418
99	N73	TT48	1728738	1733060	4322	9418
99	Q38	Q44	1732963	1733762	799	9418
99	F42	Q49	1079564	1082365	2801	11868
99	F42	F43	1079564	1080112	548	11868
99	F42	L36	1079564	1080015	451	11868
99	F44	Q49	1078955	1082365	3410	11868
99	F44	Q28	1078955	1079271	316	11868
99	F44	P48	1078955	1079209	254	11868
99	F44	P47	1078955	1079209	254	11868
99	F44	F43	1078955	1080112	1157	11868
99	F44	L36	1078955	1080015	1060	11868
99	OO54	PP22	795069	797141	2072	16014
99	OO56	OO55	794476	795011	535	16014
99	OO56	PP22	794476	797141	2665	16014
99	PP23	OO55	793437	795011	1574	16014
99	PP23	PP22	793437	797141	3704	16014
99	RR46	OO55	794670	795011	341	16014
99	RR46	PP22	794670	797141	2471	16014
99	TT49	N80	1728142	1731479	3337	9418
99	TT49	N70	1728142	1732603	4461	9418
99	TT49	N72	1728142	1729832	1690	9418
99	TT49	Q44	1728142	1733762	5620	9418
99	TT49	N19	1728142	1731723	3581	9418
99	TT49	TT48	1728142	1733060	4918	9418
