contig	primer1	primer2	start	end	size
96	SS4	II91	4526427	4530177	3750
96	SS32	SS31	865499	865892	393
96	SS48	SS57	3004179	3007013	2834
96	SS58	SS57	3006593	3007013	420
96	TT45	RR37	1070061	1074843	4782
96	TT45	TT44	1070061	1075687	5626
96	TT59	TT58	2212846	2217017	4171
97	DD8	DD6	2683719	2687146	3427
97	DD8	DD7	2683719	2684120	401
97	DD8	AA34	2683719	2686797	3078
97	DD8	AA16	2683719	2685087	1368
97	DD8	AA10	2683719	2685206	1487
97	GG38	GG39	2448485	2448975	490
97	FF14	FF12	2275227	2276217	990
97	FF13	FF15	2274258	2275180	922
97	FF13	FF12	2274258	2276217	1959
97	OO31	OO32	2085233	2085646	413
97	OO28	OO27	1361990	1362464	474
97	AA17	DD6	2684495	2687146	2651
97	AA17	AA34	2684495	2686797	2302
97	AA17	AA16	2684495	2685087	592
97	AA17	AA10	2684495	2685206	711
97	AA11	DD6	2684266	2687146	2880
97	AA11	AA34	2684266	2686797	2531
97	AA11	AA16	2684266	2685087	821
97	AA11	AA10	2684266	2685206	940
97	AA80	FF15	2273419	2275180	1761
97	AA80	FF12	2273419	2276217	2798
97	L40	PP36	1267595	1268017	422
97	KK76	GG39	2444362	2448975	4613
97	KK76	JJ38	2444362	2446427	2065
97	JJ39	GG39	2443889	2448975	5086
97	JJ39	JJ38	2443889	2446427	2538
97	JJ39	JJ40	2443889	2444203	314
97	NN16	NN15	1267362	1267737	375
97	NN16	PP36	1267362	1268017	655
97	NN16	PP37	1267362	1267741	379
97	j27	NN15	1267458	1267737	279
97	j27	PP36	1267458	1268017	559
97	j27	PP37	1267458	1267741	283
97	NN18	NN17	1932401	1932792	391
97	NN18	PP35	1932401	1933307	906
97	BB65	NN19	638941	642069	3128
97	BB65	GG65	638941	640701	1760
97	DD56	NN19	640856	642069	1213
97	GG66	NN19	638817	642069	3252
97	GG66	GG65	638817	640701	1884
97	NN20	NN19	641462	642069	607
97	OO52	OO51	399622	399967	345
97	PP38	NN15	1266002	1267737	1735
97	PP38	j 26	1266002	1267332	1330
97	PP38	PP36	1266002	1268017	2015
97	PP38	PP37	1266002	1267741	1739
97	RR18	RR21	422581	423840	1259
97	RR22	RR21	423338	423840	502
97	UU9	UU10	1482365	1482861	496
99	DD1	DD2	993390	993598	208
99	L35	Q49	1079053	1082365	3312
99	L35	Q28	1079053	1079271	218
99	L35	F43	1079053	1080112	1059
99	L35	L36	1079053	1080015	962
99	L34	Q49	1078773	1082365	3592
99	L34	Q13	1078773	1079075	302
99	L34	Q28	1078773	1079271	498
99	L34	Q29	1078773	1078977	204
99	L34	P48	1078773	1079209	436
99	L34	P47	1078773	1079209	436
99	L34	F43	1078773	1080112	1339
99	L34	L36	1078773	1080015	1242
99	I57	Q49	1078485	1082365	3880
99	I57	I59	1078485	1078792	307
99	I57	Q13	1078485	1079075	590
99	I57	Q28	1078485	1079271	786
99	I57	Q29	1078485	1078977	492
99	I57	P48	1078485	1079209	724
99	I57	P47	1078485	1079209	724
99	I57	F1	1078485	1078796	311
99	I57	F5	1078485	1078796	311
99	I57	F43	1078485	1080112	1627
99	I57	L36	1078485	1080015	1530
99	I58	Q49	1078639	1082365	3726
99	I58	Q13	1078639	1079075	436
99	I58	Q28	1078639	1079271	632
99	I58	Q29	1078639	1078977	338
99	I58	P48	1078639	1079209	570
99	I58	P47	1078639	1079209	570
99	I58	F43	1078639	1080112	1473
99	I58	L36	1078639	1080015	1376
99	P49	Q49	1078652	1082365	3713
99	P49	Q13	1078652	1079075	423
99	P49	Q28	1078652	1079271	619
99	P49	Q29	1078652	1078977	325
99	P49	P48	1078652	1079209	557
99	P49	P47	1078652	1079209	557
99	P49	F43	1078652	1080112	1460
99	P49	L36	1078652	1080015	1363
99	Q11	Q49	1078360	1082365	4005
99	Q11	I59	1078360	1078792	432
99	Q11	Q13	1078360	1079075	715
99	Q11	Q28	1078360	1079271	911
99	Q11	Q29	1078360	1078977	617
99	Q11	Q30	1078360	1078681	321
99	Q11	P48	1078360	1079209	849
99	Q11	P47	1078360	1079209	849
99	Q11	F1	1078360	1078796	436
99	Q11	F5	1078360	1078796	436
99	Q11	F43	1078360	1080112	1752
99	Q11	L36	1078360	1080015	1655
99	Q12	Q49	1079122	1082365	3243
99	Q12	F43	1079122	1080112	990
99	Q12	L36	1079122	1080015	893
99	Q26	Q49	1079234	1082365	3131
99	Q26	F43	1079234	1080112	878
99	Q26	L36	1079234	1080015	781
99	Q27	Q49	1078919	1082365	3446
99	Q27	Q28	1078919	1079271	352
99	Q27	P48	1078919	1079209	290
99	Q27	P47	1078919	1079209	290
99	Q27	F43	1078919	1080112	1193
99	Q27	L36	1078919	1080015	1096
99	OO50	OO49	1432815	1433311	496
99	II37	JJ50	2018300	2020480	2180
99	II37	HH63	2018300	2019706	1406
99	N71	N70	1732305	1732603	298
99	N71	Q44	1732305	1733762	1457
99	N71	TT48	1732305	1733060	755
99	N73	N80	1728738	1731479	2741
99	N73	N70	1728738	1732603	3865
99	N73	N72	1728738	1729832	1094
99	N73	Q44	1728738	1733762	5024
99	N73	N19	1728738	1731723	2985
99	N73	TT48	1728738	1733060	4322
99	Q38	Q44	1732963	1733762	799
99	F42	Q49	1079564	1082365	2801
99	F42	F43	1079564	1080112	548
99	F42	L36	1079564	1080015	451
99	F44	Q49	1078955	1082365	3410
99	F44	Q28	1078955	1079271	316
99	F44	P48	1078955	1079209	254
99	F44	P47	1078955	1079209	254
99	F44	F43	1078955	1080112	1157
99	F44	L36	1078955	1080015	1060
99	OO54	PP22	795069	797141	2072
99	OO56	OO55	794476	795011	535
99	OO56	PP22	794476	797141	2665
99	PP23	OO55	793437	795011	1574
99	PP23	PP22	793437	797141	3704
99	RR46	OO55	794670	795011	341
99	RR46	PP22	794670	797141	2471
99	TT49	N80	1728142	1731479	3337
99	TT49	N70	1728142	1732603	4461
99	TT49	N72	1728142	1729832	1690
99	TT49	Q44	1728142	1733762	5620
99	TT49	N19	1728142	1731723	3581
99	TT49	TT48	1728142	1733060	4918
