contig	primer1	primer2	start	end	size
96	KK37	MM76	4527432	4529293	1861
96	KK37	HH39	4527432	4529605	2173
96	KK37	DD13	4527432	4528514	1082
96	KK37	DD15	4527432	4531788	4356
96	KK37	KK71	4527432	4529432	2000
96	KK37	KK38	4527432	4532450	5018
96	KK37	MM33	4527432	4530171	2739
96	KK37	KK74	4527432	4530656	3224
96	KK37	MM65	4527432	4531102	3670
96	KK37	II91	4527432	4530177	2745
96	MM32	EE73	4529701	4534012	4311
96	MM32	II51	4529701	4534523	4822
96	MM32	DD19	4529701	4533742	4041
96	MM32	DD15	4529701	4531788	2087
96	MM32	KK38	4529701	4532450	2749
96	MM32	MM33	4529701	4530171	470
96	MM32	KK74	4529701	4530656	955
96	MM32	KK40	4529701	4533667	3966
96	MM32	MM65	4529701	4531102	1401
96	MM32	HH37	4529701	4534967	5266
96	MM32	NN14	4529701	4533872	4171
96	MM32	II59	4529701	4534550	4849
96	MM32	DD17	4529701	4535115	5414
96	MM32	II91	4529701	4530177	476
96	KK39	MM77	4528113	4529350	1237
96	KK39	EE73	4528113	4534012	5899
96	KK39	DD19	4528113	4533742	5629
96	KK39	MM76	4528113	4529293	1180
96	KK39	HH39	4528113	4529605	1492
96	KK39	DD13	4528113	4528514	401
96	KK39	DD15	4528113	4531788	3675
96	KK39	KK71	4528113	4529432	1319
96	KK39	KK38	4528113	4532450	4337
96	KK39	MM33	4528113	4530171	2058
96	KK39	KK74	4528113	4530656	2543
96	KK39	KK40	4528113	4533667	5554
96	KK39	MM65	4528113	4531102	2989
96	KK39	NN14	4528113	4533872	5759
96	KK39	II91	4528113	4530177	2064
96	KK73	EE73	4531639	4534012	2373
96	KK73	II51	4531639	4534523	2884
96	KK73	DD19	4531639	4533742	2103
96	KK73	KK38	4531639	4532450	811
96	KK73	KK40	4531639	4533667	2028
96	KK73	HH37	4531639	4534967	3328
96	KK73	NN14	4531639	4533872	2233
96	KK73	II59	4531639	4534550	2911
96	KK73	DD17	4531639	4535115	3476
96	KK73	II95	4531639	4537487	5848
96	KK73	PP19	4531639	4535759	4120
96	MM64	EE73	4530846	4534012	3166
96	MM64	II51	4530846	4534523	3677
96	MM64	DD19	4530846	4533742	2896
96	MM64	DD15	4530846	4531788	942
96	MM64	KK38	4530846	4532450	1604
96	MM64	KK40	4530846	4533667	2821
96	MM64	MM65	4530846	4531102	256
96	MM64	HH37	4530846	4534967	4121
96	MM64	NN14	4530846	4533872	3026
96	MM64	II59	4530846	4534550	3704
96	MM64	DD17	4530846	4535115	4269
96	MM64	PP19	4530846	4535759	4913
96	Q77	Q55	6111662	6114151	2489
96	Q77	Q63	6111662	6113487	1825
96	Q77	MM13	6111662	6112376	714
96	Q77	Y53	6111662	6112112	450
96	Q77	EE30	6111662	6114111	2449
96	O63	Q55	6112544	6114151	1607
96	O63	Q63	6112544	6113487	943
96	O63	EE30	6112544	6114111	1567
96	Q56	O72	6110420	6110721	301
96	Q56	Q55	6110420	6114151	3731
96	Q56	Q63	6110420	6113487	3067
96	Q56	MM13	6110420	6112376	1956
96	Q56	Y53	6110420	6112112	1692
96	Q56	EE30	6110420	6114111	3691
96	Q64	Q55	6110959	6114151	3192
96	Q64	Q63	6110959	6113487	2528
96	Q64	MM13	6110959	6112376	1417
96	Q64	Y53	6110959	6112112	1153
96	Q64	EE30	6110959	6114111	3152
96	MM60	RR6	4379694	4382112	2418
96	NN13	LL56	4533879	4538706	4827
96	NN13	II99	4533879	4539574	5695
96	NN13	II51	4533879	4534523	644
96	NN13	HH37	4533879	4534967	1088
96	NN13	II59	4533879	4534550	671
96	NN13	DD17	4533879	4535115	1236
96	NN13	II95	4533879	4537487	3608
96	NN13	PP19	4533879	4535759	1880
96	NN13	QQ52	4533879	4539395	5516
96	NN12	LL56	4533918	4538706	4788
96	NN12	II99	4533918	4539574	5656
96	NN12	II51	4533918	4534523	605
96	NN12	HH37	4533918	4534967	1049
96	NN12	II59	4533918	4534550	632
96	NN12	DD17	4533918	4535115	1197
96	NN12	II95	4533918	4537487	3569
96	NN12	PP19	4533918	4535759	1841
96	NN12	QQ52	4533918	4539395	5477
96	NN11	LL56	4533827	4538706	4879
96	NN11	II99	4533827	4539574	5747
96	NN11	II51	4533827	4534523	696
96	NN11	HH37	4533827	4534967	1140
96	NN11	II59	4533827	4534550	723
96	NN11	DD17	4533827	4535115	1288
96	NN11	II95	4533827	4537487	3660
96	NN11	PP19	4533827	4535759	1932
96	NN11	QQ52	4533827	4539395	5568
96	NN10	LL56	4533721	4538706	4985
96	NN10	II99	4533721	4539574	5853
96	NN10	EE73	4533721	4534012	291
96	NN10	II51	4533721	4534523	802
96	NN10	HH37	4533721	4534967	1246
96	NN10	II59	4533721	4534550	829
96	NN10	DD17	4533721	4535115	1394
96	NN10	II95	4533721	4537487	3766
96	NN10	PP19	4533721	4535759	2038
96	NN10	QQ52	4533721	4539395	5674
96	NN9	LL56	4533620	4538706	5086
96	NN9	II99	4533620	4539574	5954
96	NN9	EE73	4533620	4534012	392
96	NN9	II51	4533620	4534523	903
96	NN9	HH37	4533620	4534967	1347
96	NN9	NN14	4533620	4533872	252
96	NN9	II59	4533620	4534550	930
96	NN9	DD17	4533620	4535115	1495
96	NN9	II95	4533620	4537487	3867
96	NN9	PP19	4533620	4535759	2139
96	NN9	QQ52	4533620	4539395	5775
96	II58	LL56	4534061	4538706	4645
96	II58	II99	4534061	4539574	5513
96	II58	II51	4534061	4534523	462
96	II58	HH37	4534061	4534967	906
96	II58	II59	4534061	4534550	489
96	II58	DD17	4534061	4535115	1054
96	II58	II95	4534061	4537487	3426
96	II58	PP19	4534061	4535759	1698
96	II58	QQ52	4534061	4539395	5334
96	HH38	EE73	4532569	4534012	1443
96	HH38	II51	4532569	4534523	1954
96	HH38	DD19	4532569	4533742	1173
96	HH38	KK40	4532569	4533667	1098
96	HH38	HH37	4532569	4534967	2398
96	HH38	NN14	4532569	4533872	1303
96	HH38	II59	4532569	4534550	1981
96	HH38	DD17	4532569	4535115	2546
96	HH38	II95	4532569	4537487	4918
96	HH38	PP19	4532569	4535759	3190
96	DD18	LL56	4533888	4538706	4818
96	DD18	II99	4533888	4539574	5686
96	DD18	II51	4533888	4534523	635
96	DD18	HH37	4533888	4534967	1079
96	DD18	II59	4533888	4534550	662
96	DD18	DD17	4533888	4535115	1227
96	DD18	II95	4533888	4537487	3599
96	DD18	PP19	4533888	4535759	1871
96	DD18	QQ52	4533888	4539395	5507
96	MM17	O72	6106116	6110721	4605
96	MM17	O74	6106116	6109992	3876
96	MM17	O73	6106116	6109113	2997
96	MM17	MM16	6106116	6110054	3938
96	MM17	Y53	6106116	6112112	5996
96	MM12	Q55	6111989	6114151	2162
96	MM12	Q63	6111989	6113487	1498
96	MM12	MM13	6111989	6112376	387
96	MM12	EE30	6111989	6114111	2122
96	MM14	Q55	6112642	6114151	1509
96	MM14	Q63	6112642	6113487	845
96	MM14	EE30	6112642	6114111	1469
96	MM15	Q55	6112642	6114151	1509
96	MM15	Q63	6112642	6113487	845
96	MM15	EE30	6112642	6114111	1469
96	Y54	Q55	6111730	6114151	2421
96	Y54	Q63	6111730	6113487	1757
96	Y54	MM13	6111730	6112376	646
96	Y54	Y53	6111730	6112112	382
96	Y54	EE30	6111730	6114111	2381
96	EE31	O72	6109572	6110721	1149
96	EE31	O74	6109572	6109992	420
96	EE31	Q55	6109572	6114151	4579
96	EE31	Q63	6109572	6113487	3915
96	EE31	MM13	6109572	6112376	2804
96	EE31	MM16	6109572	6110054	482
96	EE31	Y53	6109572	6112112	2540
96	EE31	EE30	6109572	6114111	4539
96	II89	LL14	4540093	4542653	2560
96	II89	II88	4540093	4541189	1096
96	II90	EE73	4529651	4534012	4361
96	II90	II51	4529651	4534523	4872
96	II90	DD19	4529651	4533742	4091
96	II90	DD15	4529651	4531788	2137
96	II90	KK38	4529651	4532450	2799
96	II90	MM33	4529651	4530171	520
96	II90	KK74	4529651	4530656	1005
96	II90	KK40	4529651	4533667	4016
96	II90	MM65	4529651	4531102	1451
96	II90	HH37	4529651	4534967	5316
96	II90	NN14	4529651	4533872	4221
96	II90	II59	4529651	4534550	4899
96	II90	DD17	4529651	4535115	5464
96	II90	II91	4529651	4530177	526
96	II93	EE73	4531104	4534012	2908
96	II93	II51	4531104	4534523	3419
96	II93	DD19	4531104	4533742	2638
96	II93	DD15	4531104	4531788	684
96	II93	KK38	4531104	4532450	1346
96	II93	KK40	4531104	4533667	2563
96	II93	HH37	4531104	4534967	3863
96	II93	NN14	4531104	4533872	2768
96	II93	II59	4531104	4534550	3446
96	II93	DD17	4531104	4535115	4011
96	II93	PP19	4531104	4535759	4655
96	II94	LL56	4536568	4538706	2138
96	II94	II99	4536568	4539574	3006
96	II94	II88	4536568	4541189	4621
96	II94	II95	4536568	4537487	919
96	II94	QQ52	4536568	4539395	2827
96	AA15	NN35	5924457	5926761	2304
96	AA15	DD5	5924457	5927096	2639
96	AA15	AA22	5924457	5926761	2304
96	AA15	AA14	5924457	5924972	515
96	AA2	NN37	5920181	5923010	2829
96	AA2	AA14	5920181	5924972	4791
96	AA2	AA1	5920181	5923831	3650
96	N12	L62	4783700	4784041	341
96	N11	L62	4783322	4784041	719
96	N11	J19	4783322	4783707	385
96	L70	L69	1595522	1596081	559
96	L71	L62	4783055	4784041	986
96	L71	J19	4783055	4783707	652
96	L71	J17	4783055	4783334	279
96	L71	J29	4783055	4783321	266
96	GG31	GG32	337188	337500	312
96	GG31	GG30	337188	339257	2069
96	FF9	EE79	567170	569845	2675
96	FF9	FF8	567170	567466	296
96	JJ66	JJ65	4761530	4761882	352
96	JJ66	QQ22	4761530	4764618	3088
96	JJ66	QQ32	4761530	4764990	3460
96	JJ66	QQ38	4761530	4764662	3132
96	Q16	L69	1591743	1596081	4338
96	L57	AA6	4106296	4108819	2523
96	L57	L50	4106296	4107655	1359
96	L57	L59	4106296	4108560	2264
96	L58	AA6	4108253	4108819	566
96	L58	L59	4108253	4108560	307
96	N31	AA6	4106930	4108819	1889
96	N31	L50	4106930	4107655	725
96	N31	L59	4106930	4108560	1630
96	GG29	GG32	335856	337500	1644
96	GG29	GG30	335856	339257	3401
96	PP18	LL56	4532915	4538706	5791
96	PP18	EE73	4532915	4534012	1097
96	PP18	II51	4532915	4534523	1608
96	PP18	DD19	4532915	4533742	827
96	PP18	KK40	4532915	4533667	752
96	PP18	HH37	4532915	4534967	2052
96	PP18	NN14	4532915	4533872	957
96	PP18	II59	4532915	4534550	1635
96	PP18	DD17	4532915	4535115	2200
96	PP18	II95	4532915	4537487	4572
96	PP18	PP19	4532915	4535759	2844
96	PP43	CC76	885160	885605	445
96	PP43	LL80	885160	886729	1569
96	PP45	CC76	885017	885605	588
96	PP45	LL80	885017	886729	1712
96	PP47	CC76	884933	885605	672
96	PP47	LL80	884933	886729	1796
96	PP49	CC76	884882	885605	723
96	PP49	LL80	884882	886729	1847
96	PP51	CC76	884800	885605	805
96	PP51	LL80	884800	886729	1929
96	PP51	PP42	884800	885016	216
96	QQ23	JJ65	4758931	4761882	2951
96	QQ23	QQ22	4758931	4764618	5687
96	QQ23	QQ38	4758931	4764662	5731
96	RR9	RR10	2243777	2248533	4756
96	RR38	RR37	1070594	1074843	4249
96	RR38	TT44	1070594	1075687	5093
96	RR76	RR75	5258555	5263316	4761
96	SS4	MM77	4526427	4529350	2923
96	SS4	MM76	4526427	4529293	2866
96	SS4	HH39	4526427	4529605	3178
96	SS4	DD13	4526427	4528514	2087
96	SS4	LL48	4526427	4526917	490
96	SS4	DD15	4526427	4531788	5361
96	SS4	KK71	4526427	4529432	3005
96	SS4	MM33	4526427	4530171	3744
96	SS4	KK74	4526427	4530656	4229
96	SS4	MM65	4526427	4531102	4675
96	SS4	II91	4526427	4530177	3750
96	SS32	SS31	865499	865892	393
96	SS48	SS57	3004179	3007013	2834
96	SS58	SS47	3006593	3010707	4114
96	SS58	SS57	3006593	3007013	420
96	SS72	SS74	5436673	5441014	4341
96	TT41	TT40	6254441	6258902	4461
96	TT45	RR37	1070061	1074843	4782
96	TT45	TT44	1070061	1075687	5626
96	TT59	TT58	2212846	2217017	4171
97	DD8	DD6	2683719	2687146	3427
97	DD8	DD7	2683719	2684120	401
97	DD8	AA34	2683719	2686797	3078
97	DD8	AA16	2683719	2685087	1368
97	DD8	AA10	2683719	2685206	1487
97	GG38	GG39	2448485	2448975	490
97	FF14	FF12	2275227	2276217	990
97	FF13	FF15	2274258	2275180	922
97	FF13	FF12	2274258	2276217	1959
97	OO31	OO32	2085233	2085646	413
97	OO28	OO27	1361990	1362464	474
97	AA17	DD6	2684495	2687146	2651
97	AA17	AA34	2684495	2686797	2302
97	AA17	AA16	2684495	2685087	592
97	AA17	AA10	2684495	2685206	711
97	AA9	DD7	2680920	2684120	3200
97	AA9	AA34	2680920	2686797	5877
97	AA9	AA16	2680920	2685087	4167
97	AA9	AA10	2680920	2685206	4286
97	AA11	DD6	2684266	2687146	2880
97	AA11	AA34	2684266	2686797	2531
97	AA11	AA16	2684266	2685087	821
97	AA11	AA10	2684266	2685206	940
97	AA80	FF15	2273419	2275180	1761
97	AA80	FF12	2273419	2276217	2798
97	L40	PP36	1267595	1268017	422
97	KK76	GG39	2444362	2448975	4613
97	KK76	JJ38	2444362	2446427	2065
97	JJ37	KK75	2440229	2442250	2021
97	JJ37	JJ40	2440229	2444203	3974
97	JJ39	GG39	2443889	2448975	5086
97	JJ39	JJ38	2443889	2446427	2538
97	JJ39	JJ40	2443889	2444203	314
97	NN16	NN15	1267362	1267737	375
97	NN16	PP36	1267362	1268017	655
97	NN16	PP37	1267362	1267741	379
97	j27	NN15	1267458	1267737	279
97	j27	PP36	1267458	1268017	559
97	j27	PP37	1267458	1267741	283
97	NN18	NN17	1932401	1932792	391
97	NN18	PP35	1932401	1933307	906
97	BB65	NN19	638941	642069	3128
97	BB65	BB66	638941	643347	4406
97	BB65	GG65	638941	640701	1760
97	DD56	NN19	640856	642069	1213
97	DD56	BB66	640856	643347	2491
97	GG66	NN19	638817	642069	3252
97	GG66	BB66	638817	643347	4530
97	GG66	GG65	638817	640701	1884
97	NN20	NN19	641462	642069	607
97	NN20	BB66	641462	643347	1885
97	OO52	OO51	399622	399967	345
97	PP38	NN15	1266002	1267737	1735
97	PP38	j 26	1266002	1267332	1330
97	PP38	PP36	1266002	1268017	2015
97	PP38	PP37	1266002	1267741	1739
97	RR18	RR17	422581	425564	2983
97	RR18	RR21	422581	423840	1259
97	RR22	RR17	423338	425564	2226
97	RR22	RR21	423338	423840	502
97	UU9	UU10	1482365	1482861	496
97	UU11	UU12	708180	711968	3788
99	DD1	DD2	993390	993598	208
99	L35	Q49	1079053	1082365	3312
99	L35	Q28	1079053	1079271	218
99	L35	F43	1079053	1080112	1059
99	L35	L36	1079053	1080015	962
99	L34	Q49	1078773	1082365	3592
99	L34	Q13	1078773	1079075	302
99	L34	Q28	1078773	1079271	498
99	L34	Q29	1078773	1078977	204
99	L34	P48	1078773	1079209	436
99	L34	P47	1078773	1079209	436
99	L34	F43	1078773	1080112	1339
99	L34	L36	1078773	1080015	1242
99	I57	Q49	1078485	1082365	3880
99	I57	I59	1078485	1078792	307
99	I57	Q13	1078485	1079075	590
99	I57	Q28	1078485	1079271	786
99	I57	Q29	1078485	1078977	492
99	I57	P48	1078485	1079209	724
99	I57	P47	1078485	1079209	724
99	I57	F1	1078485	1078796	311
99	I57	F5	1078485	1078796	311
99	I57	F43	1078485	1080112	1627
99	I57	L36	1078485	1080015	1530
99	I58	Q49	1078639	1082365	3726
99	I58	Q13	1078639	1079075	436
99	I58	Q28	1078639	1079271	632
99	I58	Q29	1078639	1078977	338
99	I58	P48	1078639	1079209	570
99	I58	P47	1078639	1079209	570
99	I58	F43	1078639	1080112	1473
99	I58	L36	1078639	1080015	1376
99	P49	Q49	1078652	1082365	3713
99	P49	Q13	1078652	1079075	423
99	P49	Q28	1078652	1079271	619
99	P49	Q29	1078652	1078977	325
99	P49	P48	1078652	1079209	557
99	P49	P47	1078652	1079209	557
99	P49	F43	1078652	1080112	1460
99	P49	L36	1078652	1080015	1363
99	Q11	Q49	1078360	1082365	4005
99	Q11	I59	1078360	1078792	432
99	Q11	Q13	1078360	1079075	715
99	Q11	Q28	1078360	1079271	911
99	Q11	Q29	1078360	1078977	617
99	Q11	Q30	1078360	1078681	321
99	Q11	P48	1078360	1079209	849
99	Q11	P47	1078360	1079209	849
99	Q11	F1	1078360	1078796	436
99	Q11	F5	1078360	1078796	436
99	Q11	F43	1078360	1080112	1752
99	Q11	L36	1078360	1080015	1655
99	Q12	Q49	1079122	1082365	3243
99	Q12	F43	1079122	1080112	990
99	Q12	L36	1079122	1080015	893
99	Q26	Q49	1079234	1082365	3131
99	Q26	F43	1079234	1080112	878
99	Q26	L36	1079234	1080015	781
99	Q27	Q49	1078919	1082365	3446
99	Q27	Q28	1078919	1079271	352
99	Q27	P48	1078919	1079209	290
99	Q27	P47	1078919	1079209	290
99	Q27	F43	1078919	1080112	1193
99	Q27	L36	1078919	1080015	1096
99	JJ49	JJ50	2014684	2020480	5796
99	JJ49	JJ56	2014684	2017148	2464
99	JJ49	HH63	2014684	2019706	5022
99	JJ49	QQ37	2014684	2018041	3357
99	JJ57	JJ50	2015244	2020480	5236
99	JJ57	JJ56	2015244	2017148	1904
99	JJ57	HH63	2015244	2019706	4462
99	JJ57	QQ37	2015244	2018041	2797
99	OO50	OO49	1432815	1433311	496
99	EE15	EE16	463196	463424	228
99	EE15	AA83	463196	466300	3104
99	II37	JJ50	2018300	2020480	2180
99	II37	HH63	2018300	2019706	1406
99	N71	N70	1732305	1732603	298
99	N71	Q44	1732305	1733762	1457
99	N71	TT48	1732305	1733060	755
99	N73	N80	1728738	1731479	2741
99	N73	N70	1728738	1732603	3865
99	N73	N72	1728738	1729832	1094
99	N73	Q44	1728738	1733762	5024
99	N73	N19	1728738	1731723	2985
99	N73	TT48	1728738	1733060	4322
99	Q38	Q44	1732963	1733762	799
99	F42	Q49	1079564	1082365	2801
99	F42	F43	1079564	1080112	548
99	F42	L36	1079564	1080015	451
99	F44	Q49	1078955	1082365	3410
99	F44	Q28	1078955	1079271	316
99	F44	P48	1078955	1079209	254
99	F44	P47	1078955	1079209	254
99	F44	F43	1078955	1080112	1157
99	F44	L36	1078955	1080015	1060
99	DD25	DD26	1336480	1342331	5851
99	AA82	EE16	461417	463424	2007
99	AA82	AA83	461417	466300	4883
99	HH62	JJ56	2014360	2017148	2788
99	HH62	HH63	2014360	2019706	5346
99	HH62	QQ37	2014360	2018041	3681
99	JJ1	JJ50	2016727	2020480	3753
99	JJ1	JJ56	2016727	2017148	421
99	JJ1	HH63	2016727	2019706	2979
99	JJ1	QQ37	2016727	2018041	1314
99	OO54	PP22	795069	797141	2072
99	OO56	OO55	794476	795011	535
99	OO56	PP22	794476	797141	2665
99	PP23	OO55	793437	795011	1574
99	PP23	PP22	793437	797141	3704
99	QQ21	JJ56	2012815	2017148	4333
99	QQ21	QQ37	2012815	2018041	5226
99	QQ81	QQ82	2383183	2387308	4125
99	QQ81	QQ85	2383183	2385926	2743
99	RR46	OO55	794670	795011	341
99	RR46	PP22	794670	797141	2471
99	TT49	N80	1728142	1731479	3337
99	TT49	N70	1728142	1732603	4461
99	TT49	N72	1728142	1729832	1690
99	TT49	Q44	1728142	1733762	5620
99	TT49	N19	1728142	1731723	3581
99	TT49	TT48	1728142	1733060	4918
